Designator,Mid X,Mid Y,Rotation,Layer
J1,147.0,-111.0,0.0,top
J2,145.525,-93.0125,0.0,top
J3,146.325,-76.8125,0.0,top
Q1,142.5875,-85.175,180.0,top
Q2,147.9875,-85.475,180.0,top
Q3,152.9875,-85.475,180.0,top
R1,147.4,-82.6,0.0,top
R2,152.4,-82.6,0.0,top
R3,142.09,-82.525,0.0,top
R4,150.2,-83.6,90.0,top
R5,145.0,-83.6,90.0,top
R6,139.6,-84.09,90.0,top
